,model_name,filename,actual_label,consensus_label,ai_votes,real_votes,total_runs,correct,score_example,analysis_example
108,InternVL 3.5 8B,MilitaryConflict_AIM_NIGHT_AIRSTRIKE_01.jpg,AI Generated,AI Generated,5,0,5,true,8,"### Analysis

#### Semantic Coherence
The image depicts a skyscraper engulfed in flames with an expl..."
109,InternVL 3.5 8B,MilitaryConflict_AIM_NIGHT_CONVOY_01.jpg,AI Generated,Real,1,4,5,false,5,"To assess the image for authenticity and determine if it is more likely real, manipulated, or AI-gen..."
110,InternVL 3.5 8B,MilitaryConflict_AIM_NIGHT_GROUNDBATTLE_01.jpg,AI Generated,AI Generated,5,0,5,true,8,"To assess the media provided, we'll analyze several factors:

1. **Semantic Coherence**: The scene d..."
111,InternVL 3.5 8B,MilitaryConflict_AIM_NIGHT_URBANDAMAGE_01.jpg,AI Generated,Real,2,3,5,false,3,"Upon examining the image, here are the observations:

1. **Semantic Coherence**:
   - The scene depi..."
112,InternVL 3.5 8B,MilitaryConflict_REAL_DAY_AIRSTRIKE_01.jpg,Real,AI Generated,4,1,5,false,7,"To assess whether this image is more likely to be real, manipulated, or AI-generated, let's examine ..."
113,InternVL 3.5 8B,MilitaryConflict_REAL_DAY_CONVOY_01.jpg,Real,Real,2,3,5,true,2,"To assess this image comprehensively, let's break down the analysis into several key factors:

### S..."
114,InternVL 3.5 8B,MilitaryConflict_REAL_DAY_GROUNDBATTLE_01.jpg,Real,AI Generated,4,1,5,false,5,"To assess the media in question, we'll analyze several factors:

### Semantic Coherence
The image de..."
115,InternVL 3.5 8B,MilitaryConflict_REAL_DAY_URBANDAMAGE_01.jpg,Real,Real,1,4,5,true,3,"To assess the likelihood that this image is real, manipulated, or AI-generated, let's analyze it bas..."
116,InternVL 3.5 8B,MilitaryConflict_REAL_NIGHT_AIRSTRIKE_01.jpg,Real,Real,0,5,5,true,2,"### Analysis:

1. **Semantic Coherence**:
   - The image depicts an explosion with a large fireball ..."
117,InternVL 3.5 8B,MilitaryConflict_REAL_NIGHT_CONVOY_01.jpg,Real,Real,2,3,5,true,2,"Upon analyzing the image provided, let's break down the factors:

1. **Semantic Coherence**:
   - Th..."
118,InternVL 3.5 8B,MilitaryConflict_REAL_NIGHT_GROUNDBATTLE_01.jpg,Real,Real,1,4,5,true,2,"To assess the image provided, let's analyze it based on the factors given:

1. **Semantic Coherence*..."
119,InternVL 3.5 8B,MilitaryConflict_REAL_NIGHT_URBANDAMAGE_01.jpg,Real,AI Generated,5,0,5,false,8,"Upon examining the image provided, several factors come into play when determining whether it is rea..."
120,InternVL 3.5 8B,MilitaryShowcase_AIG_DAY_LIVEFIRE_01.jpg,AI Generated,AI Generated,3,2,5,true,2,"Upon analyzing the image provided, I can offer insights into its likelihood of being real, manipulat..."
121,InternVL 3.5 8B,MilitaryShowcase_AIG_DAY_MARCHING_01.jpg,AI Generated,AI Generated,5,0,5,true,8,"### Analysis

#### Semantic Coherence
The image depicts a military parade with soldiers in uniform m..."
122,InternVL 3.5 8B,MilitaryShowcase_AIG_DAY_NAVIGATION_01.jpg,AI Generated,Real,0,5,5,false,2,"To assess the image provided, let's analyze several factors:

1. **Semantic Coherence**: The scene d..."
123,InternVL 3.5 8B,MilitaryShowcase_AIG_DAY_PARADE_01.jpg,AI Generated,AI Generated,4,1,5,true,6,"To assess this image, let's break down the factors that might indicate whether it is real, manipulat..."
124,InternVL 3.5 8B,MilitaryShowcase_AIG_NIGHT_LIVEFIRE_01.jpg,AI Generated,Real,1,4,5,false,3,"Upon examining the provided image, several aspects should be considered to determine its authenticit..."
125,InternVL 3.5 8B,MilitaryShowcase_AIG_NIGHT_MARCHING_01.jpg,AI Generated,AI Generated,5,0,5,true,7,"To assess whether the image is more likely to be real, manipulated, or AI-generated, let's examine s..."
126,InternVL 3.5 8B,MilitaryShowcase_AIG_NIGHT_NAVIGATION_01.jpg,AI Generated,AI Generated,4,1,5,true,2,"To assess the image:

1. **Semantic Coherence**:
   - The scene depicts three soldiers in a forest s..."
127,InternVL 3.5 8B,MilitaryShowcase_AIG_NIGHT_PARADE_01.jpg,AI Generated,AI Generated,5,0,5,true,7,"To assess the likelihood that this image is real, manipulated, or AI-generated, we can analyze vario..."
128,InternVL 3.5 8B,MilitaryShowcase_AIM_DAY_LIVEFIRE_01.jpg,AI Generated,AI Generated,5,0,5,true,8,"Upon analyzing the given image for semantic coherence, lighting, textures, and any signs of digital ..."
129,InternVL 3.5 8B,MilitaryShowcase_AIM_DAY_MARCHING_01.jpg,AI Generated,Real,2,3,5,false,7,"To assess the likelihood that this image is real, manipulated, or AI-generated, let's analyze it bas..."
130,InternVL 3.5 8B,MilitaryShowcase_AIM_DAY_NAVIGATION_01.jpg,AI Generated,Real,0,5,5,false,2,"Upon analyzing the image provided:

1. **Semantic Coherence**: The scene seems coherent with soldier..."
131,InternVL 3.5 8B,MilitaryShowcase_AIM_DAY_PARADE_01.jpg,AI Generated,Real,2,3,5,false,8,"### Analysis

#### Semantic Coherence
The scene appears to be a military parade with numerous rows o..."
132,InternVL 3.5 8B,MilitaryShowcase_AIM_NIGHT_LIVEFIRE_01.jpg,AI Generated,Real,1,4,5,false,4,"To assess the media for authenticity, let's analyze it based on several factors:

1. **Semantic Cohe..."
133,InternVL 3.5 8B,MilitaryShowcase_AIM_NIGHT_MARCHING_01.jpg,AI Generated,AI Generated,5,0,5,true,6,"Upon analyzing the image, several factors come into play when determining whether this scene is real..."
134,InternVL 3.5 8B,MilitaryShowcase_AIM_NIGHT_NAVIGATION_01.jpg,AI Generated,Real,1,4,5,false,3,"Upon analyzing the image, several factors need to be considered to assess its authenticity:

1. **Se..."
135,InternVL 3.5 8B,MilitaryShowcase_AIM_NIGHT_PARADE_01.jpg,AI Generated,AI Generated,5,0,5,true,7,"To determine the authenticity of this media, let's analyze several factors:

1. **Semantic Coherence..."
136,InternVL 3.5 8B,MilitaryShowcase_REAL_DAY_LIVEFIRE_01.jpg,Real,AI Generated,3,2,5,false,3,"To assess this image:

1. **Semantic Coherence**: The scene shows a missile launcher firing a missil..."
137,InternVL 3.5 8B,MilitaryShowcase_REAL_DAY_MARCHING_01.jpg,Real,AI Generated,3,2,5,false,4,"To assess the media and estimate whether it is more likely to be real, manipulated, or AI-generated,..."
138,InternVL 3.5 8B,MilitaryShowcase_REAL_DAY_NAVIGATION_01.jpg,Real,Real,0,5,5,true,2,"### Analysis:

#### Semantic Coherence
The image depicts military personnel in a training environmen..."
139,InternVL 3.5 8B,MilitaryShowcase_REAL_DAY_PARADE_01.jpg,Real,Real,0,5,5,true,3,"Upon examining the image, let's analyze various factors:

1. **Semantic Coherence**:
   - The scene ..."
140,InternVL 3.5 8B,MilitaryShowcase_REAL_NIGHT_LIVEFIRE_01.jpg,Real,AI Generated,4,1,5,false,7,"### Analysis

#### Semantic Coherence
The image depicts what appears to be a missile launch at night..."
141,InternVL 3.5 8B,MilitaryShowcase_REAL_NIGHT_MARCHING_01.jpg,Real,AI Generated,5,0,5,false,8,"To assess the image provided:

### Analysis

1. **Semantic Coherence**:
   - The scene shows a group..."
142,InternVL 3.5 8B,MilitaryShowcase_REAL_NIGHT_NAVIGATION_01.jpg,Real,Real,0,5,5,true,2,"To assess this image for potential manipulation or AI generation, let's analyze it step by step:

1...."
143,InternVL 3.5 8B,MilitaryShowcase_REAL_NIGHT_PARADE_01.jpg,Real,Real,2,3,5,true,7,"### Analysis

#### Semantic Coherence
The scene depicts a large-scale military parade in front of an..."
144,MiniCPM-V 4.5,HADR_AIG_DAY_EARTHQUAKE_01.jpg,AI Generated,Real,0,5,5,false,2,"To assess whether this image is real, manipulated, or AI-generated, I will analyze the following fac..."
145,MiniCPM-V 4.5,HADR_AIG_DAY_FIRE_01.jpg,AI Generated,Real,0,5,5,false,0,"This image depicts a forest fire with visible flames, smoke, trees, and what appear to be embers or ..."
146,MiniCPM-V 4.5,HADR_AIG_DAY_FLOOD_01.jpg,AI Generated,Real,0,5,5,false,2,This image depicts a group of people rescuing others in a flood using an inflatable boat. Let's anal...
147,MiniCPM-V 4.5,HADR_AIG_DAY_STORM_01.jpg,AI Generated,Real,0,5,5,false,1,"To assess whether this image is real, manipulated, or AI-generated, let's analyze the factors you me..."
148,MiniCPM-V 4.5,HADR_AIG_NIGHT_EARTHQUAKE_01.jpg,AI Generated,Real,0,5,5,false,0,"This image looks real. The scene is a night market with stalls, people, and debris, which is a commo..."
149,MiniCPM-V 4.5,HADR_AIG_NIGHT_FIRE_01.jpg,AI Generated,AI Generated,3,2,5,true,8,"### Analysis:

1. **Semantic Coherence**: The scene depicts a realistic scenario of a building on fi..."
150,MiniCPM-V 4.5,HADR_AIG_NIGHT_FLOOD_01.jpg,AI Generated,Real,0,5,5,false,0,"Upon reviewing the image, I will analyze several factors to determine its authenticity.

Semantic co..."
151,MiniCPM-V 4.5,HADR_AIG_NIGHT_STORM_01.jpg,AI Generated,Real,0,5,5,false,1,"Let's analyze the image step by step:

1. **Semantic Coherence**: The scene depicts a storm with str..."
152,MiniCPM-V 4.5,HADR_AIM_DAY_EARTHQUAKE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the likelihood of this image being real, manipulated, or AI-generated, I'll analyze variou..."
153,MiniCPM-V 4.5,HADR_AIM_DAY_FIRE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the likelihood of this image being real, manipulated, or AI-generated, I will analyze the ..."
154,MiniCPM-V 4.5,HADR_AIM_DAY_FLOOD_01.jpg,AI Generated,Real,0,5,5,false,0,"Based on the image provided, here is the analysis:

- **Semantic coherence**: The scene depicts a re..."
155,MiniCPM-V 4.5,HADR_AIM_DAY_STORM_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess whether the image is real, manipulated, or AI-generated, let's analyze it step by step:

1..."
156,MiniCPM-V 4.5,HADR_AIM_NIGHT_EARTHQUAKE_01.jpg,AI Generated,Real,0,5,5,false,1,"### Analysis:

- **Semantic Coherence**: The scene is coherent and plausible. The image depicts a ni..."
157,MiniCPM-V 4.5,HADR_AIM_NIGHT_FIRE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the image for authenticity, I will analyze several factors including semantic coherence, l..."
158,MiniCPM-V 4.5,HADR_AIM_NIGHT_FLOOD_01.jpg,AI Generated,Real,1,4,5,false,7,"This image shows two people standing in a flooded street at night, using long poles to clear the wat..."
159,MiniCPM-V 4.5,HADR_AIM_NIGHT_STORM_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the media, I will examine the image for semantic coherence, lighting, textures, artifacts,..."
160,MiniCPM-V 4.5,HADR_REAL_DAY_EARTHQUAKE_01.jpg,Real,Real,0,5,5,true,0,"To assess whether this media is more likely to be real, manipulated, or AI-generated, I will analyze..."
161,MiniCPM-V 4.5,HADR_REAL_DAY_FIRE_01.jpg,Real,Real,0,5,5,true,0,"The image shows a wildfire in a forest. The scene appears realistic: there is a fire with flames, tr..."
162,MiniCPM-V 4.5,HADR_REAL_DAY_FLOOD_01.jpg,Real,Real,0,5,5,true,0,"### Assessment

#### Semantic Coherence:
The image depicts a realistic scene of a flood rescue opera..."
163,MiniCPM-V 4.5,HADR_REAL_DAY_STORM_01.jpg,Real,Real,0,5,5,true,0,"This image appears to be real. The scene shows a residential area with significant damage, likely fr..."
164,MiniCPM-V 4.5,HADR_REAL_NIGHT_EARTHQUAKE_01.jpg,Real,Real,0,5,5,true,0,"Based on the visual evidence, here's my assessment:

Semantic coherence: The scene depicts a market ..."
165,MiniCPM-V 4.5,HADR_REAL_NIGHT_FIRE_01.jpg,Real,Real,0,5,5,true,0,"<think>
So, let's analyze this image. First, check the elements: the fire looks intense, the structu..."
166,MiniCPM-V 4.5,HADR_REAL_NIGHT_FLOOD_01.jpg,Real,Real,0,5,5,true,0,"This image appears to be real. The scene is coherent, with people wading through a flooded street, w..."
167,MiniCPM-V 4.5,HADR_REAL_NIGHT_STORM_01.jpg,Real,Real,0,5,5,true,0,"This image is likely real. The scene appears to be a nighttime storm, with heavy rain and strong win..."
168,MiniCPM-V 4.5,MilitaryConflict_AIG_DAY_AIRSTRIKE_01.jpg,AI Generated,Real,0,5,5,false,1,"### Analysis of the Image

#### Semantic Coherence:
- The scene depicts an explosion in an urban are..."
169,MiniCPM-V 4.5,MilitaryConflict_AIG_DAY_CONVOY_01.jpg,AI Generated,Real,2,3,5,false,4,"Let's analyze the image step by step:

1. **Semantic Coherence**: 
   - The scene shows soldiers in ..."
170,MiniCPM-V 4.5,MilitaryConflict_AIG_DAY_GROUNDBATTLE_01.jpg,AI Generated,AI Generated,5,0,5,true,6,"Based on the analysis of the image, here is the assessment:

### Semantic Coherence
The scene depict..."
171,MiniCPM-V 4.5,MilitaryConflict_AIG_DAY_URBANDAMAGE_01.jpg,AI Generated,Real,2,3,5,false,4,"To determine whether this image is real, manipulated, or AI-generated, I'll examine semantic coheren..."
172,MiniCPM-V 4.5,MilitaryConflict_AIG_NIGHT_AIRSTRIKE_01.jpg,AI Generated,Real,0,5,5,false,0,"This image depicts a nighttime scene with a large explosion and fire, set against a cityscape with b..."
173,MiniCPM-V 4.5,MilitaryConflict_AIG_NIGHT_CONVOY_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the media, I will analyze the image based on the following factors:

1. Semantic coherence..."
174,MiniCPM-V 4.5,MilitaryConflict_AIG_NIGHT_GROUNDBATTLE_01.jpg,AI Generated,AI Generated,3,2,5,true,0,I'll start by analyzing the semantic coherence of the scene. The image depicts soldiers in a combat ...
175,MiniCPM-V 4.5,MilitaryConflict_AIG_NIGHT_URBANDAMAGE_01.jpg,AI Generated,Real,2,3,5,false,5,"To assess whether this image is real, manipulated, or AI-generated, I will analyze its semantic cohe..."
176,MiniCPM-V 4.5,MilitaryConflict_AIM_DAY_AIRSTRIKE_01.jpg,AI Generated,Real,0,5,5,false,2,"Based on the image analysis:

Semantic coherence: The explosion and the resulting dust cloud appear ..."
177,MiniCPM-V 4.5,MilitaryConflict_AIM_DAY_CONVOY_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess whether this image is more likely to be real, manipulated, or AI-generated, I will evaluat..."
178,MiniCPM-V 4.5,MilitaryConflict_AIM_DAY_GROUNDBATTLE_01.jpg,AI Generated,Real,0,5,5,false,3,"### Analysis of the Image

#### Semantic Coherence
The scene depicts soldiers in combat gear, a tank..."
179,MiniCPM-V 4.5,MilitaryConflict_AIM_DAY_URBANDAMAGE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the likelihood of this image being real, manipulated, or AI-generated, let's analyze sever..."
180,MiniCPM-V 4.5,MilitaryConflict_AIM_NIGHT_AIRSTRIKE_01.jpg,AI Generated,Real,0,5,5,false,0,"To evaluate the authenticity of this image, I will analyze several key visual and contextual factors..."
181,MiniCPM-V 4.5,MilitaryConflict_AIM_NIGHT_CONVOY_01.jpg,AI Generated,Real,1,4,5,false,5,"Based on the analysis of the image provided, here is my assessment:

**Semantic Coherence:**
The sce..."
182,MiniCPM-V 4.5,MilitaryConflict_AIM_NIGHT_GROUNDBATTLE_01.jpg,AI Generated,Real,0,5,5,false,0,"### Analysis

This image depicts a nighttime scene with military personnel engaged in what appears t..."
183,MiniCPM-V 4.5,MilitaryConflict_AIM_NIGHT_URBANDAMAGE_01.jpg,AI Generated,Real,0,5,5,false,1,"Upon reviewing the image, several aspects suggest it is likely real:

1. **Semantic Coherence**: The..."
184,MiniCPM-V 4.5,MilitaryConflict_REAL_DAY_AIRSTRIKE_01.jpg,Real,Real,1,4,5,true,6,"To determine whether this image is more likely to be real, manipulated, or AI-generated, I'll analyz..."
185,MiniCPM-V 4.5,MilitaryConflict_REAL_DAY_CONVOY_01.jpg,Real,Real,0,5,5,true,0,"Let's analyze the image step by step.

1. **Semantic Coherence**: The image shows three trucks with ..."
186,MiniCPM-V 4.5,MilitaryConflict_REAL_DAY_GROUNDBATTLE_01.jpg,Real,Real,0,5,5,true,1,"### Analysis:

#### Semantic Coherence:
The scene depicts soldiers in military gear observing a tank..."
187,MiniCPM-V 4.5,MilitaryConflict_REAL_DAY_URBANDAMAGE_01.jpg,Real,Real,0,5,5,true,0,"### Analysis of the Image

#### Semantic Coherence
The scene depicts a war-torn area with destroyed ..."
188,MiniCPM-V 4.5,MilitaryConflict_REAL_NIGHT_AIRSTRIKE_01.jpg,Real,Real,0,5,5,true,0,"Let's analyze the image step by step:

1. **Semantic Coherence**: The image depicts a large explosio..."
189,MiniCPM-V 4.5,MilitaryConflict_REAL_NIGHT_CONVOY_01.jpg,Real,Real,0,5,5,true,0,"Based on the provided image, here is my analysis:

### Analysis:

1. **Semantic Coherence**:
   - Th..."
190,MiniCPM-V 4.5,MilitaryConflict_REAL_NIGHT_GROUNDBATTLE_01.jpg,Real,Real,0,5,5,true,1,The image shows a group of soldiers firing a large caliber machine gun at night. The scene has high ...
191,MiniCPM-V 4.5,MilitaryConflict_REAL_NIGHT_URBANDAMAGE_01.jpg,Real,Real,0,5,5,true,0,"To assess whether this image is more likely to be real, manipulated, or AI-generated, let's analyze ..."
192,MiniCPM-V 4.5,MilitaryShowcase_AIG_DAY_LIVEFIRE_01.jpg,AI Generated,Real,1,4,5,false,4,"The rocket launch scene depicted in the image appears realistic at first glance, showing a military ..."
193,MiniCPM-V 4.5,MilitaryShowcase_AIG_DAY_MARCHING_01.jpg,AI Generated,Real,0,5,5,false,0,"### Analysis

#### Semantic Coherence
The image shows a large group of uniformed soldiers marching i..."
194,MiniCPM-V 4.5,MilitaryShowcase_AIG_DAY_NAVIGATION_01.jpg,AI Generated,Real,0,5,5,false,2,"Let's analyze the image step by step.

1. **Semantic Coherence**: The scene depicts soldiers in a mi..."
195,MiniCPM-V 4.5,MilitaryShowcase_AIG_DAY_PARADE_01.jpg,AI Generated,AI Generated,3,2,5,true,8,"This image appears to be AI-generated. Here are the reasons for my assessment:

1. **Semantic Cohere..."
196,MiniCPM-V 4.5,MilitaryShowcase_AIG_NIGHT_LIVEFIRE_01.jpg,AI Generated,Real,0,5,5,false,0,"### Analysis:

#### Semantic Coherence
The image depicts a military vehicle launching a missile at n..."
197,MiniCPM-V 4.5,MilitaryShowcase_AIG_NIGHT_MARCHING_01.jpg,AI Generated,Real,0,5,5,false,2,"### Analysis

1. **Semantic Coherence**: The image depicts a military parade with uniformed personne..."
198,MiniCPM-V 4.5,MilitaryShowcase_AIG_NIGHT_NAVIGATION_01.jpg,AI Generated,Real,2,3,5,false,0,"<think>
So, let's analyze this image. First, check semantic coherence: the scene is three soldiers i..."
199,MiniCPM-V 4.5,MilitaryShowcase_AIG_NIGHT_PARADE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess this image, I will analyze its semantic coherence, lighting, textures, artifacts, and sign..."
200,MiniCPM-V 4.5,MilitaryShowcase_AIM_DAY_LIVEFIRE_01.jpg,AI Generated,Real,1,4,5,false,0,"Based on the analysis of the image, here is my assessment:

Semantic Coherence: The scene of a milit..."
201,MiniCPM-V 4.5,MilitaryShowcase_AIM_DAY_MARCHING_01.jpg,AI Generated,Real,0,5,5,false,2,"### Analysis

This image depicts a group of soldiers in uniform, marching in formation. The details ..."
202,MiniCPM-V 4.5,MilitaryShowcase_AIM_DAY_NAVIGATION_01.jpg,AI Generated,Real,0,5,5,false,3,"To determine if this media is more likely to be real, manipulated, or AI-generated, I will analyze t..."
203,MiniCPM-V 4.5,MilitaryShowcase_AIM_DAY_PARADE_01.jpg,AI Generated,Real,0,5,5,false,1,"Let me check the image and see what patterns or anomalies are present. First, let's look at the peop..."
204,MiniCPM-V 4.5,MilitaryShowcase_AIM_NIGHT_LIVEFIRE_01.jpg,AI Generated,Real,0,5,5,false,0,"To assess the likelihood of this image being real, manipulated, or AI-generated, I will evaluate sev..."
205,MiniCPM-V 4.5,MilitaryShowcase_AIM_NIGHT_MARCHING_01.jpg,AI Generated,Real,0,5,5,false,1,"Upon analyzing the image:

- The scene appears to be a uniformed group marching, which is a common s..."
206,MiniCPM-V 4.5,MilitaryShowcase_AIM_NIGHT_NAVIGATION_01.jpg,AI Generated,AI Generated,3,2,5,true,0,"To assess whether this media is real, manipulated, or AI-generated, I will analyze several key facto..."
207,MiniCPM-V 4.5,MilitaryShowcase_AIM_NIGHT_PARADE_01.jpg,AI Generated,AI Generated,4,1,5,true,0,"To evaluate whether this image is more likely to be real, manipulated, or AI-generated, I will exami..."
208,MiniCPM-V 4.5,MilitaryShowcase_REAL_DAY_LIVEFIRE_01.jpg,Real,Real,0,5,5,true,0,"<think>
So, let's analyze this image. First, the subject is a military missile launcher firing a mis..."
209,MiniCPM-V 4.5,MilitaryShowcase_REAL_DAY_MARCHING_01.jpg,Real,Real,0,5,5,true,0,"### Analysis:

**Semantic Coherence:**  
The image depicts a large group of uniformed soldiers march..."
210,MiniCPM-V 4.5,MilitaryShowcase_REAL_DAY_NAVIGATION_01.jpg,Real,Real,0,5,5,true,0,"To determine the authenticity of this image, I will analyze several key aspects: semantic coherence,..."
211,MiniCPM-V 4.5,MilitaryShowcase_REAL_DAY_PARADE_01.jpg,Real,Real,0,5,5,true,0,"<think>
So, let's analyze this image. First, check for semantic coherence: the scene shows a militar..."
212,MiniCPM-V 4.5,MilitaryShowcase_REAL_NIGHT_LIVEFIRE_01.jpg,Real,Real,0,5,5,true,0,"To determine whether the image is likely real, manipulated, or AI-generated, I'll analyze its variou..."
213,MiniCPM-V 4.5,MilitaryShowcase_REAL_NIGHT_MARCHING_01.jpg,Real,Real,0,5,5,true,0,"<think>
So, let's analyze this image. First, look at the uniform details—there are many people in si..."
214,MiniCPM-V 4.5,MilitaryShowcase_REAL_NIGHT_NAVIGATION_01.jpg,Real,Real,0,5,5,true,2,"Upon analyzing the image:

1. Semantic Coherence: The scene appears to be a group of individuals in ..."
215,MiniCPM-V 4.5,MilitaryShowcase_REAL_NIGHT_PARADE_01.jpg,Real,Real,1,4,5,true,0,"<think>
So, let's analyze the image. First, the scene is a large military parade with a grand buildi..."
